UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Power_W,Tool_Wear_Strain,Speed_Torque_Ratio,Type_L,Type_M,Type_H
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,11.399999999999977,6028.087983708095,3588.0,37.84614414201432,1,0,0
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,11.5,5369.987154634105,2660.2000000000003,64.02824592641487,1,0,0
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,11.399999999999977,6028.779134091885,4022.3999999999996,32.792354942158724,1,0,0
7801,M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0,11.299999999999955,6479.472016175876,3978.8,37.536936567257,0,1,0
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,11.399999999999977,7183.4400979922775,5009.6,27.883058894544575,1,0,0
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,11.400000000000034,8709.31164984084,5994.6,24.55326038603773,1,0,0
7804,M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0,11.5,6545.026582880783,4326.0,36.82037941252926,0,1,0
7805,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,11.5,6958.837167211631,4849.2,32.96213074340072,0,1,0
7806,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,11.5,5145.1747843432195,3196.8,59.23609054302412,1,0,0
7807,L54986,L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0,11.5,6865.573753302063,5491.8,27.757195934733343,1,0,0
7808,M22667,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0,11.5,7445.46986925269,5635.0,29.61223885464513,0,1,0
7809,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0,11.5,6252.910825974493,4330.6,44.33241298844332,1,0,0
7810,M22669,M,300.0,311.4,1537,35.4,120,0,0,0,0,0,0,11.399999999999977,5697.780932109664,4248.0,43.41806683105457,0,1,0
7811,L54990,L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0,11.399999999999977,3948.563086541891,2091.0,130.47051148793443,1,0,0
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,11.399999999999977,5987.247279211428,4875.0,37.58973395135027,0,1,0
7813,L54992,L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0,11.5,5582.819584939301,4096.0,52.06248373047383,1,0,0
7814,L54993,L,300.0,311.5,1455,41.7,130,0,0,0,0,0,0,11.5,6353.714062252678,5421.0,34.89207796353046,1,0,0
7815,L54994,L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0,11.399999999999977,4964.156215643376,3247.2000000000003,78.33330149052784,1,0,0
7816,M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,11.400000000000034,5064.791900313368,3805.6,59.96476761803957,0,1,0
7817,L54996,L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0,11.399999999999977,5763.220307083939,4918.3,42.70193796603399,1,0,0
7818,H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0,11.5,4747.888977370254,3530.6,70.27556288363667,0,0,1
7819,L54998,L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0,11.399999999999977,3723.5412767407665,2390.4,129.03606684574285,1,0,0
7820,L54999,L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0,11.399999999999977,6623.294127857217,6745.200000000001,29.632028218175705,1,0,0
7821,M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0,11.399999999999977,5216.635545236875,4321.599999999999,58.42463752580907,0,1,0
7822,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,11.400000000000034,4604.401968905296,3684.3999999999996,73.85242874900462,1,0,0
7823,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0,11.400000000000034,6185.104784534512,6395.4,33.80381966415798,0,0,1
7824,L55003,L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0,11.300000000000011,8267.499002990995,8405.6,27.89473159873466,1,0,0
7825,L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0,11.400000000000034,6124.377798540622,6096.0,40.28870333629833,1,0,0
7826,M22685,M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0,11.300000000000011,5870.013513354968,5751.0,44.47886071018008,0,1,0
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,11.300000000000011,8739.910762286803,10593.0,20.249218029716815,1,0,0
7828,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0,11.300000000000011,6735.951640414947,7398.099999999999,32.77651630326946,0,1,0
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,11.300000000000011,5839.529592639636,6069.000000000001,43.753489144680906,0,1,0
7830,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,11.399999999999977,4931.378932290922,4895.900000000001,58.79856579555979,1,0,0
7831,H37244,H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0,11.300000000000011,5604.70601375931,6264.999999999999,41.759764871574056,0,0,1
7832,M22691,M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,11.399999999999977,6838.807383893477,7668.0,35.985907045561724,0,1,0
7833,L55012,L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,11.399999999999977,5749.952314110278,6771.0,40.10809726808181,1,0,0
7834,L55013,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0,11.399999999999977,6500.457855101857,7159.500000000001,41.4470177139489,1,0,0
7835,L55014,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0,11.399999999999977,7081.652496015968,8527.2,32.52192269256081,1,0,0
7836,L55015,L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0,11.399999999999977,5628.718253608248,6558.3,44.639756587966396,1,0,0
7837,L55016,L,300.1,311.4,1604,35.0,191,0,0,0,0,0,0,11.299999999999955,5878.967052417699,6685.0,45.82855833469761,1,0,0
7838,L55017,L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0,11.300000000000011,5470.036408675428,5983.0,54.35482117586414,1,0,0
7839,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,11.400000000000034,7068.834797989322,9594.0,27.886173193867233,1,0,0
7840,L55019,L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0,11.300000000000011,6820.146323531153,9337.8,28.98733565668024,1,0,0
7841,L55020,L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,11.400000000000034,5213.577728387381,6169.0,51.806434901150034,1,0,0
7842,L55021,L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0,11.399999999999977,7270.818261664121,9487.2,31.165247634481428,1,0,0
7843,L55022,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0,11.399999999999977,5403.005293423334,6313.3,53.344034294522736,1,0,0
7844,M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0,11.599999999999966,7110.471372624898,9942.5,28.865973429696197,0,1,0
7845,L55024,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0,11.599999999999966,6704.975536850552,8860.800000000001,35.28168185876012,1,0,0
7846,L55025,L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0,11.600000000000023,4368.23797715944,4872.0,77.499966594842,1,0,0
7847,M22706,M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,11.400000000000034,5893.627818134451,7420.0,45.94284401633028,0,1,0
7848,L55027,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0,11.400000000000034,7046.571378050882,10943.5,25.97248998575835,1,0,0
7849,H37262,H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0,11.400000000000034,6107.455086113285,8180.900000000001,41.03447187414538,0,0,1
7850,M22709,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0,11.399999999999977,6892.0887952983585,10633.8,28.684753928026318,0,1,0
7851,M22710,M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0,11.399999999999977,5576.285072219835,0.0,39.32064148895612,0,1,0
7852,L55031,L,300.4,311.7,1373,47.2,3,0,0,0,0,0,0,11.300000000000011,6786.426562382623,141.60000000000002,29.08897688792862,1,0,0
7853,L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0,11.399999999999977,5949.39108773567,187.5,40.39998922666953,1,0,0
7854,L55033,L,300.3,311.7,1317,56.5,7,0,0,0,0,0,0,11.399999999999977,7792.249338331443,395.5,23.309730387658337,1,0,0
7855,L55034,L,300.3,311.8,1551,37.2,9,0,0,0,0,0,0,11.5,6042.0366550900335,334.8,41.693537179156664,1,0,0
7856,M22715,M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0,11.5,5351.5145898309975,353.1,49.59500012616818,0,1,0
7857,L55036,L,300.4,311.8,1433,42.2,14,0,0,0,0,0,0,11.400000000000034,6332.675863449138,590.8000000000001,33.957337924801436,1,0,0
7858,L55037,L,300.5,311.9,1432,43.1,16,0,0,0,0,0,0,11.399999999999977,6463.219510181306,689.6,33.22505029581199,1,0,0
7859,L55038,L,300.5,311.9,1350,51.7,18,0,0,0,0,0,0,11.399999999999977,7308.915308576653,930.6,26.112180635941847,1,0,0
7860,M22719,M,300.5,311.9,1370,44.8,20,0,0,0,0,0,0,11.399999999999977,6427.279690224237,896.0,30.58035031688609,0,1,0
7861,L55040,L,300.5,312.0,1415,44.6,23,0,0,0,0,0,0,11.5,6608.759025846608,1025.8,31.72645028554926,1,0,0
7862,L55041,L,300.5,312.0,1498,42.9,25,0,0,0,0,0,0,11.5,6729.731286960839,1072.5,34.918406778926155,1,0,0
7863,M22722,M,300.5,312.0,1382,54.1,27,0,0,0,0,0,0,11.5,7829.498155227506,1460.7,25.54528178460595,0,1,0
7864,M22723,M,300.5,311.9,1511,44.5,30,0,0,0,0,0,0,11.399999999999977,7041.303974368363,1335.0,33.95504854942729,0,1,0
7865,L55044,L,300.5,311.9,1330,59.5,33,0,0,0,0,0,0,11.399999999999977,8286.997821394276,1963.5,22.352937419674383,1,0,0
7866,L55045,L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0,11.399999999999977,7313.784777189718,1767.5,27.38613319086471,1,0,0
7867,L55046,L,300.5,311.9,1431,49.4,37,0,0,0,0,0,0,11.399999999999977,7402.786097065916,1827.8,28.96760547214464,1,0,0
7868,L55047,L,300.5,312.0,1461,38.1,39,0,0,0,0,0,0,11.5,5829.130920956253,1485.9,38.346446628229224,1,0,0
7869,H37282,H,300.4,311.9,1438,46.7,41,0,0,0,0,0,1,11.5,7032.413267158704,1914.7,30.792284626919777,0,0,1
7870,M22729,M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0,11.5,5160.4115087131295,1274.2,64.2238035293128,0,1,0
7871,M22730,M,300.6,312.1,1293,52.3,49,0,0,0,0,0,0,11.5,7081.55824823636,2562.7,24.72274861897732,0,1,0
7872,L55051,L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0,11.599999999999966,7492.447151399369,2844.4,23.912244257359365,1,0,0
7873,L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,11.699999999999989,5968.020732171458,2008.8000000000002,41.1827846282837,1,0,0
7874,L55053,L,300.7,312.4,1470,38.6,56,0,0,0,0,0,0,11.699999999999989,5942.008344999735,2161.6,38.082891688370026,1,0,0
7875,L55054,L,300.7,312.3,1548,37.9,58,0,0,0,0,0,0,11.600000000000023,6143.824257066342,2198.2,40.844316399916515,1,0,0
7876,L55055,L,300.7,312.3,1898,24.0,60,0,0,0,0,0,0,11.600000000000023,4770.194285210741,1440.0,79.08330038195818,1,0,0
7877,H37290,H,300.7,312.2,1335,49.0,62,0,0,0,0,0,0,11.5,6850.242781152544,3038.0,27.24489239900155,0,0,1
7878,L55057,L,300.7,312.3,1420,53.8,67,0,0,0,0,0,0,11.600000000000023,8000.170412121527,3604.6,26.394047138652947,1,0,0
7879,L55058,L,300.7,312.3,1418,49.0,69,0,0,0,0,0,0,11.600000000000023,7276.1380252242,3381.0,28.93876960433273,1,0,0
7880,M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,11.5,6478.016411579712,2861.2999999999997,38.089320573369584,0,1,0
7881,H37294,H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0,11.699999999999989,7201.619447481051,3492.8,30.868637527831027,0,0,1
7882,L55061,L,300.8,312.4,1493,39.1,79,0,0,0,0,0,0,11.599999999999966,6113.151840791795,3088.9,38.18413345674335,1,0,0
7883,H37296,H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0,11.600000000000023,4774.278355660408,2211.3,61.172138764784336,0,0,1
7884,H37297,H,300.7,312.3,1446,45.4,86,0,0,0,0,0,0,11.600000000000023,6874.684371997471,3904.4,31.850213248851706,0,0,1
7885,L55064,L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0,11.599999999999966,9066.793477892823,5378.1,24.788489883504248,1,0,0
7886,L55065,L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0,11.600000000000023,6044.110106241402,3375.8999999999996,43.80164082599426,1,0,0
7887,M22746,M,300.6,312.2,2174,18.5,95,0,0,0,0,0,0,11.599999999999966,4211.723831157597,1757.5,117.51344999272973,0,1,0
7888,L55067,L,300.7,312.4,1590,37.9,98,0,0,0,0,0,0,11.699999999999989,6310.5171632658175,3714.2,41.95249552704603,1,0,0
7889,L55068,L,300.7,312.3,1577,33.2,100,0,0,0,0,0,0,11.600000000000023,5482.7493869469545,3320.0000000000005,47.49998569277538,1,0,0
7890,M22749,M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0,11.699999999999989,8858.317389400603,6293.400000000001,22.220417792476855,0,1,0
7891,L55070,L,300.8,312.4,1767,25.6,105,0,0,0,0,0,0,11.599999999999966,4737.019066788834,2688.0,69.02341053773026,1,0,0
7892,L55071,L,300.8,312.5,1517,39.2,107,0,0,0,0,0,0,11.699999999999989,6227.3068458477355,4194.400000000001,38.69896971965058,1,0,0
7893,M22752,M,300.9,312.6,1555,40.6,109,0,0,0,0,0,0,11.700000000000045,6611.27229996948,4425.400000000001,38.30048317722089,0,1,0
7894,L55073,L,300.9,312.7,1416,43.8,112,0,0,0,0,0,0,11.800000000000011,6494.802988325394,4905.599999999999,32.3287597422923,1,0,0
7895,M22754,M,300.8,312.6,1588,35.6,114,0,0,0,0,0,0,11.800000000000011,5920.100972228702,4058.4,44.60672904305363,0,1,0
7896,L55075,L,300.8,312.6,1422,50.0,117,0,0,0,0,0,0,11.800000000000011,7445.57458900781,5850.0,28.439994312001136,1,0,0
7897,L55076,L,300.8,312.6,1376,53.6,119,0,0,0,0,0,0,11.800000000000011,7723.458931193339,6378.400000000001,25.67163700156026,1,0,0
7898,L55077,L,300.8,312.5,1434,50.7,121,0,0,0,0,0,0,11.699999999999989,7613.52413226872,6134.700000000001,28.284018089937256,1,0,0
7899,L55078,L,300.8,312.5,1423,47.3,123,0,0,0,0,0,0,11.699999999999989,7048.466805618547,5817.9,30.08456023582236,1,0,0
7900,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0,11.5,7498.981664118835,6562.5,25.980947432200487,1,0,0
7901,L55080,L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0,11.599999999999966,4548.502563622422,3022.6,76.68064005015124,1,0,0
7902,L55081,L,300.8,312.4,1365,44.5,129,0,0,0,0,0,0,11.599999999999966,6360.939725355934,5740.5,30.674150410303277,1,0,0
7903,M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0,11.600000000000023,7068.164591556556,6183.200000000001,30.29660375071954,0,1,0
7904,L55083,L,300.8,312.3,1435,44.8,134,0,0,0,0,0,0,11.5,6732.223617132686,6003.2,32.03124285016901,1,0,0
7905,M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0,11.599999999999966,4760.151660694767,3413.6000000000004,72.15136567674674,0,1,0
7906,M22765,M,300.8,312.4,1465,43.7,139,0,0,0,0,0,0,11.599999999999966,6704.211082638179,6074.3,33.52401978855382,0,1,0
7907,L55086,L,300.9,312.4,1372,51.0,142,0,0,0,0,0,0,11.5,7327.450705232834,7242.0,26.901955509420485,1,0,0
7908,L55087,L,300.8,312.3,1858,26.3,144,0,0,0,0,0,0,11.5,5117.172721824222,3787.2000000000003,70.6463609709654,1,0,0
7909,L55088,L,300.7,312.3,1715,26.8,146,0,0,0,0,0,0,11.600000000000023,4813.129384809802,3912.8,63.99251343562931,1,0,0
7910,L55089,L,300.7,312.2,1590,38.5,148,0,0,0,0,0,0,11.5,6410.419809649972,5698.0,41.29869057176868,1,0,0
7911,M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0,11.399999999999977,4478.3193837412255,3855.0,64.74705651865506,0,1,0
7912,L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,11.400000000000034,5842.608353440153,5645.7,40.97559865159928,1,0,0
7913,L55092,L,300.7,312.1,1498,44.0,155,0,0,0,0,0,0,11.400000000000034,6902.288499447014,6820.0,34.045446807853,1,0,0
7914,L55093,L,300.7,312.1,1395,41.9,157,0,0,0,0,0,0,11.400000000000034,6120.922046621673,6578.3,33.29354813996464,1,0,0
7915,H37328,H,300.7,312.1,1490,43.1,159,0,0,0,0,0,0,11.400000000000034,6724.997954029431,6852.900000000001,34.57075764019544,0,0,1
7916,H37329,H,300.8,312.1,1527,35.1,164,0,0,0,0,0,0,11.300000000000011,5612.738018976988,5756.400000000001,43.504261109897115,0,0,1
7917,L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0,11.300000000000011,5874.275607388339,6269.900000000001,40.754705996036115,1,0,0
7918,L55097,L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0,11.200000000000045,6544.733367566448,7250.4,34.76414274430596,1,0,0
7919,L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0,11.300000000000011,6509.013459095131,7144.9,36.44066914269512,1,0,0
7920,L55099,L,300.8,312.0,1496,40.0,175,0,0,0,0,0,0,11.199999999999989,6266.430146360441,7000.0,37.39999065000234,1,0,0
7921,L55100,L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0,11.199999999999989,7134.82918766573,8726.1,28.0324486749597,1,0,0
7922,L55101,L,300.7,311.9,1419,47.7,179,0,0,0,0,0,0,11.199999999999989,7088.0927609558275,8538.300000000001,29.74842143638963,1,0,0
7923,L55102,L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0,11.199999999999989,6078.08119480222,7185.700000000001,36.82618719743395,1,0,0
7924,M22783,M,300.8,312.0,1450,45.0,183,0,0,0,0,0,0,11.199999999999989,6832.9640215578,8235.0,32.22221506172998,0,1,0
7925,H37338,H,300.7,311.9,1389,46.5,186,0,0,0,0,0,0,11.199999999999989,6763.691903546145,8649.0,29.870961318072833,0,0,1
7926,M22785,M,300.7,311.9,1697,28.2,191,0,0,0,0,0,0,11.199999999999989,5011.405769153366,5386.2,60.17728362507673,0,1,0
7927,L55106,L,300.7,311.9,1335,57.1,194,1,0,0,0,1,0,11.199999999999989,7982.629853138985,11077.4,23.380030931693355,1,0,0
7928,L55107,L,300.7,311.9,1476,42.0,196,0,0,0,0,0,0,11.199999999999989,6491.787059377948,8232.0,35.14284877551219,1,0,0
7929,L55108,L,300.6,311.7,1497,43.6,198,0,0,0,0,0,0,11.099999999999966,6834.974640856098,8632.800000000001,34.33485451035447,1,0,0
7930,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0,11.0,5103.496321805595,5840.0,57.15751467208402,0,1,0
7931,L55110,L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0,11.0,7313.627697557038,9744.0,30.31249368489715,1,0,0
7932,L55111,L,300.7,311.7,1499,38.4,205,0,0,0,0,0,0,11.0,6027.836656295807,7872.0,39.03644816759162,1,0,0
7933,L55112,L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0,11.100000000000023,6485.105939001313,8673.3,35.27445458843566,1,0,0
7934,L55113,L,300.8,311.8,1928,21.8,209,0,0,0,0,0,0,11.0,4401.413195581348,4556.2,88.44032640352,1,0,0
7935,M22794,M,300.8,311.9,1621,28.3,211,0,0,0,0,0,0,11.099999999999966,4803.945462285808,5971.3,57.27913170348703,0,1,0
7936,M22795,M,300.8,311.9,1356,44.3,214,0,0,0,0,0,0,11.099999999999966,6290.599465842058,9480.199999999999,30.609473903053296,0,1,0
7937,L55116,L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0,10.899999999999977,7239.904989952797,10068.8,32.112062044814216,1,0,0
7938,L55117,L,300.8,311.7,1578,31.4,219,0,0,0,0,0,0,10.899999999999977,5188.780090375046,6876.599999999999,50.25476106536272,1,0,0
7939,L55118,L,300.8,311.7,1681,31.3,221,0,0,0,0,0,0,10.899999999999977,5509.861331547435,6917.3,53.70605312905651,1,0,0
7940,L55119,L,300.8,311.8,1417,43.4,223,0,0,0,0,0,0,11.0,6440.034556397812,9678.199999999999,32.6497620622668,1,0,0
7941,M22800,M,300.7,311.7,1532,40.0,0,0,0,0,0,0,0,11.0,6417.22659373275,0.0,38.29999042500239,0,1,0
7942,M22801,M,300.7,311.7,1499,38.9,3,0,0,0,0,0,0,11.0,6106.324112757992,116.69999999999999,38.53469446408882,0,1,0
7943,L55122,L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0,10.899999999999977,6868.107971375956,274.79999999999995,31.266368719133467,1,0,0
7944,L55123,L,300.8,311.7,1753,29.0,8,0,0,0,0,0,0,10.899999999999977,5323.6381910181435,232.0,60.448255017843096,1,0,0
7945,L55124,L,300.8,311.7,1414,49.0,10,0,0,0,0,0,0,10.899999999999977,7255.612953220747,490.0,28.85713696793123,1,0,0
7946,L55125,L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,10.899999999999977,5580.62047008179,386.40000000000003,51.39749956599391,1,0,0
7947,L55126,L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0,10.800000000000011,5651.683295905989,498.40000000000003,42.5842577010512,1,0,0
7948,L55127,L,300.8,311.7,1426,45.5,16,0,0,0,0,0,0,10.899999999999977,6794.531871428884,728.0,31.340652452603855,1,0,0
7949,L55128,L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0,10.899999999999977,6102.292402185885,709.1999999999999,37.538061538563056,1,0,0
7950,M22809,M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0,10.800000000000011,5980.712766491961,728.0,43.10438376253193,0,1,0
7951,L55130,L,300.8,311.6,1568,36.0,23,0,0,0,0,0,0,10.800000000000011,5911.2207369945545,828.0,43.55554345679348,1,0,0
7952,M22811,M,300.9,311.8,1843,24.5,25,0,0,0,0,0,0,10.900000000000034,4728.4634627955575,612.5,75.22445909205751,0,1,0
7953,M22812,M,300.9,311.9,1480,40.9,28,0,0,0,0,0,0,11.0,6338.896216903245,1145.2,36.18581022351828,0,1,0
7954,L55133,L,301.0,312.0,1447,36.8,31,0,0,0,0,0,0,11.0,5576.285072219835,1140.8,39.32064148895612,1,0,0
7955,L55134,L,301.0,311.9,1454,41.9,33,0,0,0,0,0,0,10.899999999999977,6379.7997532529835,1382.7,34.70166236237175,1,0,0
7956,M22815,M,300.9,311.9,1310,56.1,35,0,0,0,0,0,0,11.0,7695.959523498916,1963.5,23.35115448286016,0,1,0
7957,H37370,H,300.9,311.9,1513,38.0,38,0,0,0,0,0,0,11.0,6020.757600849719,1444.0,39.81577899584763,0,0,1
7958,H37371,H,300.9,311.9,2140,16.5,43,0,0,0,0,0,0,11.0,3697.654553275186,709.5,129.6968910927933,0,0,1
7959,L55138,L,301.0,312.1,1377,49.9,48,0,0,0,0,0,0,11.100000000000023,7195.535229708598,2395.2,27.595184850664356,1,0,0
7960,L55139,L,301.0,312.1,1585,32.3,50,0,0,0,0,0,0,11.100000000000023,5361.180223228541,1614.9999999999998,49.07119223802098,1,0,0
7961,H37374,H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0,11.099999999999966,6651.442798033381,2215.2000000000003,34.99999178403948,0,0,1
7962,L55141,L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0,11.199999999999989,7809.580457803747,3363.0,21.42372518241946,1,0,0
7963,L55142,L,301.0,312.2,1372,47.0,59,0,0,0,0,0,0,11.199999999999989,6752.7486891361405,2773.0,29.191483150748265,1,0,0
7964,L55143,L,301.0,312.2,1510,39.9,61,0,0,0,0,0,0,11.199999999999989,6309.260526204382,2433.9,37.844602043959384,1,0,0
7965,L55144,L,300.9,312.1,1423,40.2,63,0,0,0,0,0,0,11.200000000000045,5990.451703718089,2532.6000000000004,35.398001144775826,1,0,0
7966,L55145,L,301.1,312.3,1464,35.3,65,0,0,0,0,0,0,11.199999999999989,5411.833168779921,2294.5,41.473076069950125,1,0,0
7967,L55146,L,301.0,312.2,1602,35.9,67,0,0,0,0,0,0,11.199999999999989,6022.621612490848,2405.2999999999997,44.62394300168718,1,0,0
7968,M22827,M,301.0,312.2,1629,32.6,69,0,0,0,0,0,0,11.199999999999989,5561.18448353158,2249.4,49.96930982536508,0,1,0
7969,L55148,L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0,11.300000000000011,4399.821455303529,1670.3999999999999,78.06031118090036,1,0,0
7970,L55149,L,300.9,312.1,1711,28.8,74,0,0,0,0,0,0,11.200000000000045,5160.254429080451,2131.2000000000003,59.40970159385361,1,0,0
7971,M22830,M,300.9,312.1,1297,48.6,76,0,0,0,0,0,0,11.200000000000045,6600.925988163658,3693.6,26.687237307152817,0,1,0
7972,L55151,L,301.0,312.1,1405,46.1,79,0,0,0,0,0,0,11.100000000000023,6782.750898977923,3641.9,30.477216816221947,1,0,0
7973,L55152,L,301.1,312.2,1397,54.9,81,0,0,0,0,0,0,11.099999999999966,8031.513034828842,4446.9,25.446261303048942,1,0,0
7974,L55153,L,301.1,312.3,1682,29.7,83,0,0,0,0,0,0,11.199999999999989,5231.317254904651,2465.1,56.63297756465402,1,0,0
7975,L55154,L,301.2,312.3,1528,38.4,85,0,0,0,0,0,0,11.100000000000023,6144.452575597061,3264.0,39.79165630425617,1,0,0
7976,M22835,M,301.2,312.3,1548,38.3,87,0,0,0,0,0,0,11.100000000000023,6208.666729436435,3332.1,40.41774401625482,0,1,0
7977,H37390,H,301.2,312.4,1395,47.8,90,0,0,0,0,0,0,11.199999999999989,6982.817991134033,4302.0,29.18409431295098,0,0,1
7978,L55157,L,301.2,312.4,1378,59.0,95,0,0,0,0,0,0,11.199999999999989,8513.925530738577,5605.0,23.355928244757923,1,0,0
7979,L55158,L,301.2,312.4,1480,53.5,97,0,0,0,0,0,0,11.199999999999989,8291.71021037466,5189.5,27.663546231112853,1,0,0
7980,M22839,M,301.2,312.4,1428,36.6,99,0,0,0,0,0,0,11.199999999999989,5473.157057377994,3623.4,39.01638278240907,0,1,0
7981,M22840,M,301.2,312.4,1505,39.6,102,0,0,0,0,0,0,11.199999999999989,6241.087965621483,4039.2000000000003,38.00504090781795,0,1,0
7982,L55161,L,301.0,312.3,1445,36.4,105,0,0,0,0,0,0,11.300000000000011,5508.049679783864,3822.0,39.69779129181558,1,0,0
7983,L55162,L,301.0,312.3,1488,42.6,107,0,0,0,0,0,0,11.300000000000011,6638.059613329089,4558.2,34.929569265359326,1,0,0
7984,L55163,L,301.0,312.2,1601,33.0,109,0,0,0,0,0,0,11.199999999999989,5532.658822236985,3597.0,48.5151368135949,1,0,0
7985,L55164,L,301.0,312.3,1550,34.9,111,0,0,0,0,0,0,11.300000000000011,5664.815153197995,3873.8999999999996,44.41259472418489,1,0,0
7986,L55165,L,301.0,312.2,1540,34.1,113,0,0,0,0,0,0,11.199999999999989,5499.253220353813,3853.3,45.16127707880437,1,0,0
